id,aggression,offense,codemixed,tweet
6011,2,1,0,"me, with added weird spiritual beliefs and minus the leninism but still a marxist "
4184,1,0,1,"It would be interesting to see people who gave country such able and strong PM @USER and HM @USER - land of Sardar Patel ji will get distracted by lies and propaganda of @USER @USER !

Keep the devlopment of Gujarat ongoing else Delhi has nothing! "
146,1,0,0,We arranged ample thrashing of these 14 in Jail with the help of some known undertrials. His father out of shame got his transfer to Bhilai steel plant. But the girl lost memory gradually due to shock and died after 5 years. So these persons either in Pakistan or India are same. 
4495,1,0,1,"America,Republicans are not the answer to inflation or our Democracy or anything else. Republicans have become extreme in their party. #VoteBlueToSaveDemocracy #VoteBlueForSoManyReasons #VoteBlueIn2022 #VOTE #VoteBlueToSaveAmerica we have the power to effect change #VoteBlue2022 "
4113,1,0,1,"bhai, Covid is not an election matter.
Inflation is, no one can say Petrol, Gas, Diesel are cheaper. 
Even Bhakts run away when asks why China is occupying territories in Ladakh, why Kashmiri Pandits are shot dead, Why Sardar Patel banned RSS??? "
2294,0,0,1,"Open defecation is a problem in Lagos, for Iwaya na canal ppl from the trenches dey shit "
2253,0,1,1,Then ask them to do ghar wapasi is everything is same. Our versions are atleast older and more wise than their single book 
2678,0,0,0,"SG: Mr Divan, I did not mean in a derogatory sense.

Adv ML Sharma: Maybe some of the petitions according to SG may be right or wrong, but not the cause. My request is only that Your Lordships may touch petitions that Constitutional point. #SupremeCourt #Demonetisation "
1257,1,0,1,"Savarkar ji's apology letter to the British was not cowardly but was a deliberate act? Thank you for sharing your view, I dislike Savarkar ji as much as I dislike his and Golwalkar ji's idea of Hindutva but this outlook of Dr. Thakar  and yours is interesting, tho very common. "
681,1,0,0,"Channels need to look at those with no influence, money, etc who are languishing as undertrials instead of pushing cases if VIPs at every opportunity. Who will speak for them ? "
7320,0,0,1,To Pakistan walo suji hai #PAKvsZIM 
6001,1,0,0,"Yes,if an editor is checking spelling and proofs, even make a suggestion on a story beat,but really, on a creator owned book the creator is the real editor. "
114,2,1,0,@USER many undertrials are waiting  to be heard indefinitely. You and your crorepathi friend wait for  listing. Heaven won't fall .you never cared to take up the  case of commoners. 
7483,0,0,0,it is a very good step by the BCCI. It is an important step for women’s cricket and it will inspire a lot of girls to take up cricket. 
2030,1,1,0,"All the woke women who want Muslim men to attend Garba, conveniently ignore the dead and mutilated bodies of all the Hindu girls who fall prey to love-jihad. "
3700,0,0,0,very good 
3346,1,1,1,3 shaadi aur 6 bache honge tho govt kidhar se kaam milega ..... Aur aap jaise log tho isko secularism kehte hey ... 
3379,1,1,1,Now what about western media and biased newspapers on V/S  Fake Delhi Model #TharkiKejriwal - SHup secularism 
540,0,0,1,Sir urbanflood morning say barish ki wajah say aya kal. Lekin ap yeh pic aur news kal raat say post kar rahay hain after urbanflood. Link banta nahi 
4069,0,0,1,but ofc course r/freefolk dont believe in marital rape 
3801,2,1,1,"Bhai up mein tera encounter ho jayega, aur agar zinda Bach gaya to uapa, tada, nsa act mein andar ho jayega, jawani jail mein aur budhapa bail mein. Babaji se panga mat le, Kal hi vhp,  rss wale Ghar pe hamla kar denge "
2282,1,0,1,Are bro even Aamir supported demonetisation. I don't agree with that support of Aamir too. 
4505,1,0,0,Your party caused inflation. Vote Lake. 
6251,0,0,1,They were misbehaving with dalit women. So jai bheem taught jai MEEM a lesson 
3485,0,0,1,संघर्ष जितना बड़ा होगा.. जीत भी उतना बड़ी होगी #GGTU_से_वैदिक_कोर्स_हटाओ #मेव_जनजाति_आरक्षण_दो 
4614,2,1,0,Rape and incest account for less than 1% of abortions. This picture and your one policy agenda of wanting to freely murder babies is gross. 
601,0,0,0,"But where I am, local councillors and community boards are still arguing about bike lanes planned in 2013 and stopping 3 Waters. Very little awareness of how our car-centric urban streetscapes exacerbate floods or that 1° of warming means atmosphere can hold 7% more water vapour. "
3569,0,0,0,"Have no doubts, my sweetheart,

This season of hate collapses in no time.

Mere time is no history.

History is what changes the times. #saibaba #uapa "
4180,2,1,1,"I’m tired of these #Dems4USA blocking me on Twitter. You all want a debate so bad, let’s have one!! Don’t be such a chicken shit little bitch it’s not a good look. #DEMONetisation #DemsDeliver #DemocracyIsOnTheBallot "
5146,0,0,1,"Hey Sardar Patel Police University, Jodhpur( @USER ), thank you for following me "
6501,2,1,1,"Rajiv gandhi was muslim. 
Uski wife Indira Gandhi deemed to be muslim
Ho gaye 2. "
4966,0,0,1,At last @USER had to bow down & select Dalit..they had been neglecting them from quite some time & @USER gave them top political positions.. @USER @USER @USER 
8228,0,0,1,nan 
5206,0,0,1,"How many sought apology or wrote mercy petitions. Well, thats many. Infact INC topped the list of apology seekers as corroborated by Rajmohan Gandhi in his biography on Sardar Patel -- ""Patel: A Life"", page no. 115 ++ "
3184,2,0,1,पर्वेश वर्मा जैसे आतंकी सोच रखने वाले और देश को तोर ने वाली बात करने पे अभी तक फांसी नहीं हुई और न UAPA के तहत ग्रिफ्तारी हुई है क्यों? @USER 
4191,1,0,0,If only the election for 1st PM of India had been democratic and allowed the winner Sardar Patel instead of selecting Nehru India wouldn’t be in these dire circumstances. @USER @USER 
1424,2,0,0,"Stop these nonsense hashtags like #MaritalRape and #BoycottMarriage It takes away attention from the real rape cases. Those innocents need help. 

Bloody, don't get married if u think ur spouse rapes you. "
7761,0,0,0,"Will still be better than most guys they have.

Also this IPL should be home away format, so expecting that problem not to be as magnified as it was on Mumbai pitches. "
1419,1,1,1,"If #MaritalRape cases are not reported, how do these feminists claim that #MaritalRape is even real? "
6470,2,1,1,"You should read the history. When constitution was drafted the country was not secular, to please a particular community Indira Gandhi made amendments in it to make it secular. Abhi ande se nikala nahi hai. History padh na ki madrassa wala gyan. "
3827,2,1,0,Nonsensical decision like Demonetisation & gutter gas ideas of PM @USER ji. 
7472,0,0,1,"Zimbabwe Vs Pakistan recorded the peak viewership of 6.6M on Hotstar yesterday.

- Highest ever in 2022 for a non India international match! #crickettwitter #kingkohli #ipl #rohitsharma𓃵 #virat "
7073,0,0,0,"But still you will say PSL is bigger than IPL
IPL produces many batsmen PSL didn't produce a single one "
7851,2,0,0,What is lie it is a universal truth that Nehru compromised with indian nation and india is bleeding blue due to his blunders now it is your compulsion to defend him being the loyal employee of congress। 
1677,0,0,1,"Now chances of my love marriage has increased 
Mummy papa ko convince kar lunga kya pata arrange marriage ke baad #MaritalRape case laga de Vaise hi #dowry ke naam ka risk hai "
3310,2,1,1,"Hindu society take pride by oppressing Muslims Economic Boycott ,Lynching , Bulldozing their House ,Hijab Ban, Filmsy Arrests under UAPA ,Genocide calls
Overseas Friends of BJP want all rights and liberties for self in Foriegn land #Leicester Celeberate #ApartheidIndia "
6704,2,1,1,"He is dead along with Godse 
Both must be having a party in hell "
7617,0,0,1,@USER i am a fan of u from India and Want to see u In @USER ...Goodluck for Future SIKANDAR. 
4057,0,0,0,Marital rape is a real thing. 
4955,1,0,1,@USER Delhi main lynching hui hai kuch karengay ??? 
2872,0,0,0,"Chidambaram: The Govt “advised” the RBI to make the recommendation for demonetisation. If Govt has a suggestion, it can place it before the Board. But instead they “advised” on Nov 7 evening & RBI passed a resolution on Nov 8. RBI should advise the Govt, not the other way round!! "
7431,0,0,0,A good move and what about the physically challenged cricketers who represent India ? @USER @USER 
3931,0,0,1,"Basant: (...) gathered in the course of investigation and make a recommendation.

So far as I'm concerned, the state of Maharashtra has done a betrayal with the legislation, because as per the law, it is not about the offences, but the sanction. #UAPA #GNSaibaba #SupremeCourt "
6904,0,0,0,@USER Can you also allow associate nations to participate in the IPL beyond the foreign  player limit. It would give more fair opportunity to those unsung superstars. 
4870,1,1,0,"Don’t vote for democrats.
More Americans need inflation to go down & affordable food & affordable gas again, & police protection from rampant crime, & a sovereign safe America to raise our children in
WAY MORE than those who need an abortion or teachers talking sex with kids. "
1817,2,1,0,yeah for sure. and its definitely quite progressive considering that many uphold marital rape especially because they believe a woman's job is to make babies even if husband raped her for it 
8013,0,0,0,So why do you hate socialism? Did you go to school? Have you used a hospital? How about any emergency service? 
1760,0,0,0,"Due to evidence act 114A, every marital rape will result in conviction. No chance of proving it's false. Unless husband has video recording of entire act and woman has confessed false case on video. "
5198,2,1,1,Sindhiya Bharat ka Gaddar vansh hai jisne hamesha Desh ke sath gaddari ki aur talve chatne ke liye kisi ko bhi lahpurush kar sakta hai sardar Patel 
7130,0,0,0,"Am sure smaller cricket boards can't afford to host Test cricket anymore. T20 will remain only source of revenue for these boards & its players.

So @USER @USER should consider more players in @USER so that it has domino effect that helps such boards .. @USER @USER "
5310,0,1,1,"Wallahi I have so much respect for the hijabis that are calling out how other hijabis have been removing their hijab on social media ""in solidarity"" of the women in Iran. May allah keep you all modest and protect you ameen. As a man, its none of my business but i admire this!!! "
3110,2,1,1,Hope #mialords didn’t lose any money during demonetisation #SupremeCourt 
4706,0,0,1,Muslim dalit? Shoshit aur vanchit v include kr do 
4622,0,0,0,"also, i of course do not support rape. "
3973,2,1,1,liar ! the court said uapa requires sanction ..basically a procedure not followed !! 
2029,1,1,1,"R u ashamed for any love jihad criminals

R u ashamed when #Sartansejuda gang killed many people in the name of book

Is love Jihad acceptable for you

no more Suitcase dead body cases

No more killing Hindus for not wearing Hijab burka #Hijab #festivals #Garba #Dandiya "
3017,1,1,0,Still you are not able to come out the demonetisation. 
8175,0,0,1,#JusticeForDefenceStudents #वर्दी_दो_या_अर्थी_दो #Agnipath Conduct pending army exam @USER @USER @USER @USER @USER 
4702,0,0,0,"After getting personal ATM, she will in all probability target the Bank itself by filing 498a along with all associated sections of the IPC. If #MaritalRape has entered the scene, it will enhance her prospects exponentially. "
8209,1,0,1,there is a issue(corruption/lobbying/taattu) in Indian army top officials 
4046,1,0,0,"Most jurists hold that rape is committing zinā by force. Al-Shāfi‘ī defined rape as: ""Forcing a woman to commit zinā against her will"". In Islamic law, it is commonly: ""Forcible sexual intercourse by a man w a woman who is not legally married to him"". Marital rape doesn't exist. "
4226,1,0,1,So so so typical of BJP. They are past masters in appropriating credit to themselves- clearly forgetting that Rajiv Gandhi initiated the computer revolution and IT sector championed it. Just as they appropriating Sardar Patel and Mahatma Gandhi without their ideologies. 
2854,0,0,1,"Chidambaram: If this power exists, such power is unguided and uncanalised and must be struck down. #Demonetisation #SupremeCourtofIndia "
5258,1,1,0,"I am questioning Muslim women. 

 the other have the full rights to object wearing hijab, they're not Muslim at the end. "
6550,0,0,1,"MMS was Minority PM. Indira Gandhi Minority PM married to khan. Atleast 3/4 president  from minority.
What you want more than.
First you talk hindu CM in j &k , Punjab, meghalay etc.. "
7667,1,0,0,"What’s RSS during Nehru, And Freedom struggle, why not quoting? "
3707,0,0,1,"#BREAKING Supreme Court to have a special sitting on Saturday (tomorrow) at 11 AM to hear the petition filed by Maharashtra Govt challenging the acquittal of Professor GN Saibaba and others in a UAPA Case.

A bench comprising Justice MR Shah and Bela M Trivedi to hear the matter. "
1672,2,1,0,"That's what I said !

It took just 5 sentences on Marital rape (without looking at its criminalization) to make the MRAs quiver w.r.t outcome of criminalization of marital rape. Hence, fragile ego and roots !! "
1571,0,0,1,"Still jab koi bada issue aye toh availability chahiye, and isro won't be able to bound a person unless they have a contract with him. Then legal issues pure.

Ye tender ke through karvaya ig. "
528,1,0,0,"There are lakhs of people in jail as undertrials. If the bill includes time-bound decision making by judiciary, it's welcome. If you have a biased on any one community, it's bound to fail. Ensure that it doesn't offend BJP "
5159,1,0,1,Woh kursi jo lohpurush Sardar patel ki thi unse lekar so called Mahatma ji ne Chicha ko de di @USER 
4992,1,0,0,Sick are those ppl who look the other way and do not say anything to their party workers when lynching and hate speeches are rampant 
6389,1,0,0,"Yet the Sky isn’t the universe…

They were Muslim scholars who done the translations, Not mine… "
761,1,0,0,"JUSTICE DELIVERY.Executives:Judiciary or legislature r not antagonist but supplements each other efforts in JUSTICE DELIVERY. In scenario of plethora of litigations pending & fate of undertrials hanging in balance,a need for all 3 organs to pool their efforts for SPEEDY JUSTICE "
4382,2,1,0,You voted against any thing to help. What is your fucking plan to fix global inflation? 
2200,1,1,0,Now a days this has become trend and easiest way of love jihad they get big crowd and big opportunities let them send there females too but no only male boys are allowd in garba 
5514,2,1,0,yes and thats why uk is in a free fall ..it has become an emerging market from a developed one ..u guys will die paying ur bills..soon u will become englistan with muslim migrants . 
4163,1,0,0,"Sir this is 2nd worst decision taken by your government, demonetisation is still on top . "
3390,0,0,0,Hi dear lady. It should not be a country that directly targets secularism and is governed by Muslim and Christian rules in the real sense.But there are institutions and individuals who disparage or praise both religions for political and economic interests.Pls read the interview! 
4978,0,0,1,"He is a migrated Dalit from Maharashtra not native Belagavi, he confessed that. "
276,0,0,1,@USER #CNBC_AWAAZ Excellent discussion on Farmer's Bill. Very educating. 
8187,0,0,0,"Indian army (including the heart & soul of our defence = RAW agents) should've got 99% and the remaining 1% for police.

The 3rd and 4th options are not even eligible for being in the list. "
6587,1,1,1,ಅವರ ಹೊಟ್ಟೆ ಪಾಡಿಗೆ ಆ ತಾತ ಏನೋ ತಿನ್ನು ಅಂದ. ಅದನ್ನ ತಿನ್ನ ಬಹುದಲ್ವ 
5731,2,1,0,"Are you trying to critique him, you Nazi? "
3962,1,0,1,"""जाति"" से मिला ""आरक्षण"" सबको दिखाई देता है, लेकिन ""जाति"" से मिला ""शोषण"",""भेदभाव"" और ""अत्याचार"" किसी को नहीं दिखता। "
6161,0,0,1,he can't explain... he'll cry about his own issues caused due to his own worthlessness... contrary to the systemic and implicit oppression we face 
7134,2,1,1,C*hutiya Batsman...  IPL khel jaake 
5255,1,1,1,"Are those Indians are living in india ??
most of activists in india are American funded.. all of them
It's same like raising anti hijab movement in iran and all indian activists are supporting it.
Few months back they were supporting hijab in india..they get paid for tweets. "
1427,2,1,0,Husband want to sex when wife doesn't #MaritalRape Wife wants to sex when husband doesn't #DomesticViolence Wtf man we live in a country where laws are only for womens 
68,0,0,0,"Union Cabinet cleared the DNA profiling bill,establishing National DNA DataBank and Regional DataBanks. Every DataBank will maintain indices for crime scene, suspects, undertrials, offenders, missing persons and unknown deceased persons. A great step forward for criminal justice. "
5752,2,0,0,Hammer of the Last 2 leaving the studio has killed more talent than what the Covid-19 did to the world #Last2 
997,1,1,1,"this week, the Congress challenged the RSS to produce even one photograph of Savarkar or Golwalkar with the tricolour. So far, no such photograph has emerged. #PlasticFreeTiranga "
8168,0,0,1,"Indian Army kahan the bhai, woh toh CTU tha. Aur itna bhi koi khas nahi tha, usse acha toh Khakee dekh lo "
6462,2,1,1,"We had 3 PM of Muslims & 1 of Sikh. Nehru, Indira Gandhi & Rajiv Gandhi were all Muslims though they kept their surname as Gandhi. Changing one's surname does not change their religion. MMS was a Sikh PM. I hope PC & Taroor knows this. Just want to divide the country in religion. "
2668,0,1,1,"It's not as per media but it's the reality. Coz including u, every Indian muslim is essentially a convert. So who so ever converts be it to islam, buddhism or christianity is essentially carrying a Sanatani DNA. So, their coming back is 'Ghar wapasi' n not conversion. "
6411,0,0,0,Well not possible in case of a practicing Muslim. 
2502,2,1,1,"Pathetic. Borrowed name. No vision for the country. Objects to everything good happening to country - farm laws, agniveer, demonetisation, and adani s investment. "
5421,1,0,1,Women in Iran are dying for the right NOT to have to wear the hijab. Ginella's wearing the hijab on TV weakens the fight in Iran against  the hijab. She is in fact unwittingly endorsing the violence of the hijab police in Iran. It is the same as as a Jew wearing a swastika. 
4161,0,0,0,"I am sure Sardar Patel is reborn in India as Modi, by sleight of Hand of God to serve & finish his unfinished tasks, including Kashmir. "
3611,0,0,1,Justice Gupta's decision is as expected....his comments during hearings were directing towards his possible judgement. 
3873,1,0,0,"Well, you are being economical with truth. He has not been acquitted but entire trial  proceedings have been quashed because an important prior sanction which is a safeguard under UAPA was not taken by prosecution. Reflects poorly on our agencies and judicial system. "
2032,0,1,1,Mashaallah andhbhagato ki nind ud gahi love jihad kanoon ki dhaniya ud gahi 
4053,1,0,0,"Sex slavery, marital rape, purity culture (tabarruj, non-mahrams, etc.), husbands' authority over wives, FGM and MGM, issues pertaining divorce, there is too much to articulate here. "
924,2,1,1,Golwalkar as the most important ideologue of the RSS and Hindutva brand of politics forcefully argued for adopting the models of Hitler and Mussolini #RSSQuitIndia 
1007,2,1,1,classes will end in what 10 mins with savarkar was jailed then savarkar wrote mercy petitions then savarkar became Britishers lapdog AND Golwalkar cheated Congress by lying that RSS will respect National Flag and Constitution of India? Pretence ain't acceptance. 
6455,0,1,1,Was Rajiv Gandhi born in Italy or Mrs. Indira Gandhi was born in Italy? 
3109,2,1,1,"देश को डुबो दिया demonetisation ne
15lakh Kab aa rahe hain account me!!!!!!!!!! "
1637,0,0,1,Congratulations To Both... Dr Anil Sir And #ISRO Proud Moment 
5966,2,0,0,Perhaps KS could come to the table and apologise for the fact that his lockdown recommendations during Covid were universally dreadful and would have harmed the country’s fiscal situation far more than than the current reality. 
6091,1,0,0,"There was never a question of gas prices or economy with Republican POTUS Donald John Trump

Gas was low & the economy was GREAT (BEST in the world)

TRUMP & a Republican Majority can fix what illegitimate fascist marxist communist resident biden destroyed

WalkRunCrawlAway "
7378,0,0,0,You even get women IPL ! Now from here make sure you and unit put centuries to centuries on board 
1743,1,0,0,So having a child from extramarital affair can be terminated by consent of wife alone under provision of forced sex / marital rape by husband. A door to prove adultery is closed. 
973,2,1,1,"Can you give some authentic proof to support your claim? Documents show- It was Savarkar who proposed 2 nation theory. Jinnah got convinced of it after reading Golwalkar's views on Muslims; that after Gandhi Nehru, India will be a Hindu Rashtra & Muslims its 2nd class citizens. "
6846,0,0,1,He is giving audition for IPL... 
6717,1,0,1,"So by your logic bhagat singh , advani , manmohan singh all are from pakistan??? "
6686,0,0,1,अच्छा नहीं चलता है 
3278,0,0,0,The Supreme Court has issued a notice to the Central Government and the Reserve Bank of India (RBI) on demonetisation. A five-judge constitution bench has asked by November 9 to state under which law the Rs 1000 and Rs 500 notes were banned. #KhelaHobe #Demonetisation 
5324,0,1,1,People supporting hijab ban are the ones against this ban . Ye thodi regressive hai. Ye to hindu culture hai 
8163,0,0,1,"#ChinarCorps congratulates #Budgam residents, Bashir Ahmad Bhat on being conferred with the Shilp Guru Award & Safdar Ali Mir on his National Award for heritage Sozan Kari embroidery of #Kashmir . @USER @USER @USER "
821,1,0,0,"It is a wonder as to how these petitions get an early hearing or a hearing at all, when thousands of bail applications of undertrials are yet to see the light of the day. Priorities of these milords! "
874,0,0,0,Justice Chandrachud: We are also in the process of alert mechanism for judges to make them aware of the prison term being suffered by Undertrials 
4680,2,1,0,"Yes, it is very serious problem
However, unlike in Pakistan where rape of Hindus, Sikh, and Christians girls is justified-ordained and happens everyday! "
255,2,0,1,Right Adani Aur Ambani k liye. Why don't PM Called press conference and tell about everything in detail regarding the farmer's bill. Shame on you 6 years gone by and press conference by you. 
3285,2,1,1,Isiliye Hindus ko gaali deta hai! 
4547,0,0,1,nan 
4444,1,0,0,"Biden says he's not concerned about inflation in US; that he's concerned about the rest of the world.  That's the problem, Biden.  You are the President of the US not president of the World.  Bring back Make America Great Again and ditch Biden. "
4088,1,0,1,Neither demonetisation helped Indian economy or in black money unearthing!! The politicians converted all their old notes into new notes including @USER and we had to wait in the hot sun for hours to convert 4K rupees!! 
4861,0,0,0,"You do realize the difference right. Gas shortages hi inflation and hi interest rates happened under Carter, just as gas shortages, hi inflation rates and higher interest rates are happening under Biden "
7524,0,0,0,Revenue generation is low due to lack of awareness and less promotions. I hope these issues will be resolved from BCCI’s end at the earliest so that revenue generation can be at par with the mens team. 
2574,2,0,0,"History cannot be undone, stop digging the history. Do you know how is our future with Modi as PM. Failed economic policies, demonetisation, flawed GST, toxic business environment, collapsed economy, rampant corruption, communal tensions. "
745,1,0,0,"To start with why not give bail to all those undertrials rotting in jails for charges not warranting imprisonment?
Let local magistrates review all such cases, presuming that police have no objection to grant of bail. "
6322,0,0,1,"O #Allah , I seek #refuge in You from a #sadness that will #silently #consume me. #Aamin #Islam #Muslim #Dua #Duaa "
7288,0,0,0,RR winning 1st IPL title. 
1572,0,0,1,Beautiful 
5525,1,1,1,"Biggest Ghar Wapasi was organised in Dang Distt of Gujarat during Shabari Kumbh under the aegis of Swami Aseemanand whom RSS humiliated then & left him to fend for himself when SoniaG's UPA branded him Saffron terrorist & implicated him in Samjhauta, Mecca Masjid & Ajmer blasts. "
3323,0,0,1,"justify करते है। सरकारें secularism को धता बता कर तुष्टीकरण करके, secular संविधान की धज्जियाँ उड़ाती है। आजादी के बाद ये पाया है हमने जिसमें बहुसंख्यक समाज डरा हुआ है... सनातनी_हिन्दू "
5234,0,1,1,Interesting it’s so bigger than any other unities against hijab 
149,1,0,1,"@USER जेल से बाहर आ गया क्या 
Or tweeting from jail

Is it allowed to undertrials ? "
5693,0,0,1,Isn't it the CDC that decides on the Hep A/Hep B vaccines? MMR? DTaP? Why are you solely focused on COVID-19? Do you REALLY care or are you just trying to score some maga points? #FOH 
4617,2,1,1,"So any dictator that has nukes should be allowed to rape, murder, kidnap, take their neighbor's lands with impunity.  Wasn't that tried in 1937? #RussiaIsATerroristState "
7055,2,1,1,Tera level abhi itna nahi hua k tujhe babar azam reply dy ga tu bus khali ipl khel bhai 
4983,1,0,0,Don’t take matters into your own hands! That’s “lynching mob” behavior! Wait for the anarchojudicial system to decide if you’ve been raped and they’ll just decide on the proper course of action (give the rapist a book to read) 
7373,0,0,1,"Replace him with Shikhar Dhawan, that will be much much better choice #KLRahul ko ipl ke orange cap ke lye release kardo "
3641,0,0,1,Aap chaty hy or nadi ko bool rahy ke tu ulta kyu nahi bahati correct 
5730,0,0,1,"Today is a great day to wear a mask! If you stopped wearing a mask, today is a great day to start wearing a mask again! If you've continued to wear a mask, thank you for caring about your health and the health of others! #BringBackMasks #COVIDisAirborne #CovidIsNotOver #COVID19 "
5629,0,0,1,"¡Together And United, VS The Coronavirus #Covid19 To The End! #MexicoGP #AutodromoHermanosRodriguez #ForoSol #Mexico @USER ¡Ready, Set, Go! "
2764,0,0,0,BIG BREAKING: Supreme Court agrees to hear arguments of the petitioners against the 2016 demonetisation policy.  Centre stressed upon how the issue was merely academic now but petitioners insisted that they issues are ‘very much alive’. Sr Adv P. Chidambaram begins arguments. 
5391,1,0,0,If same some womens remove sarees of hindu womens then how will hindus react if sarees are their dress hijab is muslim dress no one dare to do.that with any women 
3128,1,1,0,Oops …u r an advocate …I assumed u would atleast understand the reality behind demonetisation and reality after 
4696,2,1,1,"Anyone who fakes being the victim of racism because he says a rope looks like a lynching noose when he damn well knows what it is...

He loses all credibility "
1793,0,0,1,Guys tweeting 'no country for men' because  SC recognizes #MaritalRape in the context of abortion... irony died a thousand deaths 
4989,0,0,0,RSS news channel finds it hard to name a tall Dalit politician! Why are we surprised? 
100,0,0,0,There is at least some rationale for why some of these arrests have been made... why no one is pushing the judiciary about the millions of undertrials in jails who have served long sentences without being convicted is a mystery to me. 
2912,1,0,1,"Chidambaram gives the English translation.

Justice VR, laughing: The objective was to catch the rat and not the mountain. #Demonetisation #SupremeCourtofIndia "
1121,2,1,0,Nope. You dont matter over Golwalkar or savarkar. You are an embarrassed little apologist who has fantasies to present for proofs 
2034,2,1,1,Bsdk apni gand ko kyu marwa raha h to yaha par chode me. Aise to tumhare hisab se shrikrishna ne bhi apni umra se badi radhaji ke sath prem kiya tha to ye bhi love jihad h 
6293,1,0,0,"This post is full of passion toward Caliphate, but doesn't stand on a solid intellectual ground.
How would your current nationality stop you from loving your fellow Muslims around the world? And that was the simplest question Caliphate advocates has to answer. "
389,2,1,1,Where is support for “farmer’s bill” now. Aapko rihana ke jaise paisa nahi mila kya?? 
2556,1,0,0,"This is what so called professor misguides?

Why he does not tell there was worldwide pandemic and lockdown in 2020-2021?

can he answer why there was demonetisation? 

It was definitely not related to growth. "
3765,1,0,1,It is our right to demand adivasi religion colum census 2021. And we are not bonvasi.we are adivasi.we are indigenous people of india. implement tribal religion colum. #g #आदिवासी_जनगणना_कॉलम_दो #आदिवासी_जनगणना_कॉलम_दो 
6672,2,1,1,"Bharat ka pehla terrorist Kaun ??

""NATHURAM GODSE"" "
4058,1,0,1,"Ppl have still not forgotten how they have been treated during demonetisation and Covid . Stood in Q to get own money,walked 1000s kms to reach him,lost jobs/unemployed and surviving on free ration, blessed with mandirs& gomata and waiting  for Achhe Din.Jai Sriram. "
1995,1,0,1,Kyaa matlab student loan ke collateral  mai Modi ji ke demonetisation ke baad waale 15 lakh nahi de sakte 
7344,0,0,1,Gandhi ji ka hi photo Rahna chahiye. 
6632,1,1,1,खाल्ली माती 
1056,2,1,1,Whom u think is real proponent of Aryan race in India ? Golwalkar or Savarkar ?? 
3950,0,0,1,"#आदिवासी हिन्दू नही है!, ना ईसाई है!, ना मुस्लिम है!, ना ही कोई धर्म है!। आदिवासी आदिम समय से धर्मपूर्वी है, प्रकृति प्रेमी है।
जोहार @USER @USER @USER #Adivasi #आदिवासी_जनगणना_कॉलम_दो "
7712,0,0,0,"It's almost all over City. Not specific to any particular street/region. As a sample, try standing in any of the bus stops, for 10 mins, evening after 5 pm. You'll get to know the impact. Need regular and continuous mosquito control till the monsoon gets over. "
6095,1,1,1,"Lol ""Marxist labour government"" you sound like the right wing press a few years ago trying to falsely terrify the nation about Corbyn. which by the way all the fear mongering has happened, but under Tory rule! #GeneralElectionNow "
869,1,0,1,#SpeedyTrial is most needed move 4 #UnderTrial . Emphasis 2B given 2 #NDPS undertrials since most States use it 4 punishing political opponents as Bail is prohibited in NDPS while trial is deliberately dragged. Supreme Court obserbed we need a new law 4 #Bail . @USER @USER 
1993,1,1,1,"YES, he is allowed because he is not there to hunt Hindu girls aka #LoveJihad . He is there only to participate in the festivities. "
2434,1,0,1,"@USER 03-Oct-2019 — Prime Minister Narendra Modi on October 2, 2019 declared that India was now open-defecation free (ODF) and cited it as a global benchmark.
One more lie of our #gobiji @USER "
7612,0,0,0,This happened during the age of our elders as such only they are in position to reply to such historically untrue derogatory narratives....better to ask Nehru directly 
2636,0,1,1,"Garv se kaho tum hindu ho, isme koi burai nahi ,agar tumhari saraddha hindu dharm to hindu dharm me ghar wapasi ker lo.. "
1859,0,0,0,"ISRO, DRDO, central vista, bullet train, new IITs or AIIMS.. all new announcements are supposed to be launched together with creation of a few thousands toilets. "
3514,0,0,0,"Marital rape is a misnomer. Forcing yourself on your wife is a form of assault but isn’t “rape” in the religious sense. It may be in modern law, but even that wasn’t the case until very recently. "
73,1,0,1,"Agreed. Major reforms r needed. People travel long distance 2 attend courts only 2 see adjournments. Prisons are overloaded with undertrials.
Shortage of judges can be overcome by extnsion of wkg days & time. @USER @USER @USER @USER @USER "
2184,0,1,1,Godi media not mention Love Jihad 
2686,0,0,1,"Divan: There are layers of this challenge.

Refers to a previous #Constitution Bench tackling a similar issue. #Demonetisation #SupremeCourtofIndia "
5377,0,0,0,"I count fourteen women and girls in that food court, in a few seconds footage, openly eating their meals without their hair covered. The Hijab is the Berlin Wall that is falling. "
4306,0,1,0,Civil War in 25 years as planned by the Evangelicals and Soul Harvesters but they won't succeed at all. It appears so but these converts will do Ghar Wapasi by 2028 to 2032 in the largest numbers. It will happen in 2024-2025 to a small extent but post 2028 it will be a landslide 
8134,0,0,0,Indian army u did it go buy for iTunes all top 10 by rm song .let fire Indian army our leader deserve this show ur love Indian army to namjoon I believe in u army you can do that. 
6852,0,0,0,"A request to @USER Zimbabwe really has excellent talent, especially their bowlers impressed a lot. Include them into next IPL season. It will help to grow cricket as well. #PAKvsZIM "
1327,0,0,1,"“Opportunity is missed by most people because it is dressed in overalls and looks like work.” #PushpaTheRule , #AlluArjun𓃵 #MaritalRape #BoycottMarriage , #MarriageStrike #UFC279 #ReleaseRizwan "
